region,category,daily_foot_traffic,competitors,vacancy_rate,trend_index,rent_monthly,expected_sales,equity_ratio,experience_level,franchise_scale,rent_to_sales_ratio,closed_within_24m
서울_송파,편의점,40077,8,16.097872924021846,1,211,1341.6,53.47952935664318,1,1,15.72797390036606,1
경기_성남,카페,38574,2,1.0,1,232,866.1,64.84030288135594,1,1,26.786908503248153,1
인천_부평,한식,25408,1,6.588234832551966,1,234,1022.5,68.07641117358611,2,-1,22.88480344784936,1
인천_부평,분식,63872,9,6.887537092280518,0,197,847.6,79.27700637430723,2,1,23.24294988172155,1
경기_수원,한식,34153,8,1.0,1,183,1247.2,89.92088622978366,1,1,14.67245571829531,0
대구_동성로,카페,126942,11,14.131922333432517,3,303,1810.5,65.00487865147296,2,1,16.735462750887876,0
부산_서면,카페,23797,2,3.072766258189934,3,90,579.3,57.48426159800704,0,2,15.537255045302157,0
부산_해운대,편의점,189719,4,9.066193994759193,1,598,3773.4,77.04492978060536,3,1,15.847893012960723,0
서울_마포,편의점,76368,0,8.182860540454767,0,277,1140.5,29.937140937637878,1,1,24.287440186909464,1
서울_강남,분식,164270,3,5.414231629663476,1,349,2413.1,100.0,3,1,14.462582151340204,0
부산_해운대,카페,71759,1,1.0,2,340,1605.8,21.77492640211952,1,1,21.173635577901408,1
부산_서면,편의점,38449,5,20.527950920078823,1,80,403.4,84.92170384995258,1,0,19.830765774688334,0
부산_해운대,편의점,148623,0,15.83256714334519,1,465,1668.8,33.469219677804816,1,2,27.86406159366991,1
서울_강남,카페,146534,8,2.0966376014793955,-1,522,2017.2,49.509594674404525,2,0,25.87737206070169,1
부산_서면,헬스장,80535,7,7.47323683926644,2,125,527.2,83.18659606728497,1,2,23.71103812732184,1
부산_해운대,카페,72198,0,22.35280853983903,3,284,1806.5,35.16997538101755,1,1,15.720668951116764,1
경기_수원,분식,21279,3,1.0,3,216,1333.3,49.10155530082183,0,2,16.200575358758634,0
부산_해운대,카페,98529,11,10.613896380032154,2,314,1541.4,72.3477961944065,1,0,20.371058203495025,0
서울_마포,분식,96133,2,19.42722185048697,1,295,1101.9,62.535863193609394,1,1,26.77294526624701,1
경기_수원,치킨,36725,3,3.6325627175701936,2,292,1278.2,58.02274245909569,1,2,22.84379001199151,1
인천_부평,헬스장,58709,12,8.424958676407373,3,186,1120.7,84.15184340860523,2,2,16.59650490366409,0
부산_서면,헬스장,41792,2,11.016587439905429,2,115,743.2,50.397548204074134,1,1,15.474061476739905,1
부산_서면,치킨,33350,12,13.498163340784771,2,114,507.6,70.65190218741103,1,1,22.45925227811784,1
서울_강남,분식,91520,6,23.621098993793787,0,529,3625.6,73.83241361901734,2,2,14.590876686296902,0
부산_서면,카페,75761,9,19.483916206612747,0,168,981.9,80.57285260606132,0,1,17.10948545539475,0
인천_부평,분식,39541,7,8.50709336823946,3,214,1456.3,82.58138875070286,2,1,14.695222456082579,0
서울_강남,헬스장,144910,5,6.958526407973791,0,351,2083.9,53.816557530627215,1,2,16.84349326466399,1
부산_서면,카페,64547,9,15.852427358116664,1,172,858.9,55.637922032521146,1,2,20.02459140656304,1
서울_마포,편의점,79974,8,6.378980849297395,1,178,1013.9,88.1869488037116,3,2,17.55535033039395,0
대구_동성로,한식,82676,4,8.02750773797645,1,264,1189.4,39.91718466495864,0,-1,22.19590049452646,0
대구_동성로,카페,192744,3,5.460137007584405,2,543,3767.4,76.03714664080333,3,1,14.41304986937274,0
서울_마포,카페,64262,5,5.384106119842984,2,201,865.7,57.43576947809778,0,2,23.218059308511773,0
경기_수원,분식,86262,4,27.5118874900231,1,256,1129.2,69.39241578751009,1,1,22.671537905610766,0
서울_송파,편의점,101413,6,1.0,2,418,2311.7,47.744226190312276,3,2,18.082196040762668,0
대구_동성로,카페,134772,4,8.761369407541654,1,594,2619.0,44.03405510923093,2,1,22.680168886767493,1
경기_수원,분식,65648,0,3.9084373049954184,2,193,1232.6,86.47749607574426,1,0,15.658314579361162,0
서울_송파,한식,105082,2,1.8177261398079612,3,318,1230.8,45.14971298286119,2,0,25.836993750581037,0
인천_부평,카페,69138,5,11.026995805033259,1,110,671.3,67.37346617745803,2,1,16.387320489206736,1
서울_강남,카페,104832,4,15.273129883543545,1,559,3482.3,32.995031761143494,0,2,16.05275865491806,1
서울_마포,한식,66660,6,12.859586438641983,0,427,1944.3,52.74085442062585,1,1,21.96174381614837,1
서울_마포,치킨,63821,6,5.894163380350598,2,341,1902.9,98.2160917691757,1,-1,17.919908914749048,0
서울_송파,편의점,69241,5,1.4254546486773343,3,175,675.1,61.77904545219404,2,0,25.922331667432523,0
서울_영등포,헬스장,117258,9,1.0,1,176,1062.2,48.66661174979789,2,0,16.568692249978405,0
부산_서면,한식,46385,13,1.0,0,94,396.0,92.53038943399363,0,2,23.736312136094533,1
부산_서면,한식,73625,0,8.868619781762701,-1,210,1174.8,33.17450657963427,2,0,17.87583131120527,1
대구_동성로,한식,199749,1,23.757292559175987,3,316,1271.4,99.25645268090918,1,2,24.853783641597747,0
대구_동성로,카페,121195,4,11.805978944840463,2,301,1207.2,69.38233419562125,0,1,24.933133952834808,1
경기_성남,헬스장,68787,5,10.188200872961716,1,240,1274.9,55.056452349588064,0,-1,18.82533397958933,1
서울_마포,헬스장,63398,3,16.92217916116313,1,239,976.6,72.46619613309207,0,1,24.472680796781635,1
경기_성남,카페,46015,8,12.754397697952246,2,120,756.7,80.9910543063867,0,2,15.857791661185882,0
인천_부평,헬스장,53662,4,21.799538109934154,2,82,473.6,50.79409111612306,1,1,17.312930516268242,1
서울_영등포,분식,68380,4,9.427044879583594,0,268,957.6,33.775579796497695,1,1,27.987575853124063,1
서울_송파,편의점,85500,9,1.0,2,242,994.5,52.59658738893219,3,1,24.33281443641069,0
경기_수원,한식,45963,6,17.329688118285084,1,205,1237.9,81.57361666862592,3,1,16.560673357366014,1
서울_송파,치킨,82229,5,13.73001924969421,2,274,1662.1,34.923835324134856,0,2,16.485611845216642,0
부산_해운대,치킨,177435,5,18.209103134815553,1,213,1394.6,75.43397421296689,1,1,15.272714194448906,1
대구_동성로,카페,192907,0,22.01735836220071,1,265,1147.3,90.75223120148083,1,2,23.09683521454145,1
인천_부평,분식,39816,12,1.1805602353879099,3,80,350.7,34.06996465038342,2,1,22.811013839618113,1
서울_강남,카페,79847,1,17.663485981479393,2,243,1309.7,56.775830628602634,0,2,18.554010146922053,1
경기_수원,한식,20281,2,14.404742803255093,0,108,411.5,63.818755015466316,2,1,26.247101191269195,1
서울_마포,카페,101212,3,1.0,1,334,1569.6,70.06858165203755,1,0,21.27982299544401,1
서울_영등포,치킨,83753,4,23.398219477067503,3,157,646.8,77.40135461377508,3,1,24.271701721869615,1
서울_강남,치킨,106487,7,6.857554206731429,3,502,2968.5,61.34997071750018,2,0,16.910906296087905,0
경기_수원,분식,46984,3,6.9199482630321825,2,169,779.7,53.309849872865065,1,0,21.676032269804555,1
경기_성남,헬스장,87203,6,16.3103224096345,3,181,834.4,57.22274825610657,3,1,21.69110346151948,1
부산_해운대,카페,121924,10,21.104617161113115,2,342,1652.4,100.0,1,1,20.697638902009043,1
서울_송파,헬스장,100233,9,16.87235840894116,1,414,2143.3,53.50337232982755,0,1,19.315696739884327,1
서울_마포,분식,67598,0,6.2682725259484044,1,449,2745.2,63.588336256625375,2,1,16.35573058089674,0
경기_수원,한식,59310,11,1.6931201761844648,0,104,538.4,90.6146478507599,1,0,19.315679087421657,0
경기_수원,한식,56378,6,19.744016004412195,1,236,1330.1,40.20743726859325,1,0,17.742550561588814,1
인천_부평,분식,83646,8,16.642579928863157,0,150,1006.8,46.75774966351181,1,-1,14.898392119294662,1
부산_서면,분식,33673,6,13.803086203254715,2,126,830.9,45.96016624386489,2,1,15.163640040091211,0
부산_서면,카페,54084,4,15.620311327019802,1,147,858.0,48.79103697020952,0,1,17.13377727621126,1
서울_마포,분식,104174,7,12.896593682160487,1,198,759.3,60.87622943958219,2,1,26.075612875166225,1
대구_동성로,헬스장,156936,5,14.66886282406712,2,457,2307.6,29.00937460842976,1,2,19.803904181709672,1
부산_서면,한식,71501,1,17.320145927782388,3,98,608.0,76.19078544011815,1,1,16.118166674157365,0
경기_성남,카페,84315,2,6.3536032646432075,2,209,929.8,64.10857192542939,1,1,22.47688014074394,1
인천_부평,편의점,25249,1,1.0,3,294,1488.3,77.3688702148199,0,2,19.75412737274579,0
대구_동성로,치킨,187181,0,21.084255177688657,1,357,2080.3,53.86439214257259,2,2,17.16092700363942,1
서울_송파,헬스장,102711,4,11.91363443560987,1,270,1689.6,65.96104420214351,1,0,15.980422169964081,1
서울_영등포,카페,45782,9,1.9027523076476083,1,263,1140.6,29.24305348142259,1,2,23.059041698131217,1
인천_부평,한식,84977,7,6.286446639432901,2,134,734.7,60.522448630794514,1,1,18.238144976202054,0
부산_서면,치킨,83133,0,13.979087043793081,1,285,1078.2,71.99188226562987,1,0,26.432527404614586,1
서울_마포,헬스장,95249,6,14.966232722008987,1,405,1862.2,39.53161379298707,3,2,21.748364415961223,1
서울_송파,카페,63429,6,4.403227551371212,1,174,917.2,67.03095917651778,1,-1,18.97037730106583,0
서울_영등포,치킨,92188,7,1.0225096521493438,2,309,1245.9,46.226664900741135,3,-1,24.80105224625563,1
대구_동성로,편의점,114936,5,4.611617854833862,2,298,1687.6,48.7908980344012,2,0,17.65792095855986,1
서울_영등포,분식,52411,8,14.714956002306899,1,380,2199.9,67.60717060767833,1,0,17.273349051699842,1
경기_수원,헬스장,82646,0,8.37129664036001,2,209,1157.3,39.07044114751143,2,0,18.058629421468286,1
경기_수원,치킨,76532,3,9.783427019910631,1,260,1323.5,36.13880090179528,1,2,19.645127775642347,1
대구_동성로,분식,96035,5,11.994229248005393,3,241,1507.3,64.14187724465903,1,1,15.989352749117552,0
서울_강남,치킨,160353,8,5.0268321511553395,2,513,2685.1,41.0255635415775,1,2,19.105545744530787,1
서울_송파,분식,70111,0,8.397119969568275,0,236,1417.7,61.80085675306572,0,-1,16.646879469304945,1
경기_수원,한식,64857,3,1.0,2,238,1383.9,50.971806847987224,0,1,17.197504506848183,0
인천_부평,헬스장,48270,4,14.249917705485329,1,191,806.0,86.22317772636211,0,1,23.697213587045812,0
대구_동성로,카페,193257,4,16.49488089656866,3,318,1782.9,90.56936852825064,2,1,17.83616763952896,1
서울_강남,치킨,96806,7,16.02142969414339,1,352,1433.7,17.40973851779917,1,2,24.55257049677211,1
서울_송파,헬스장,101332,6,11.861289358696938,2,271,1820.1,76.75125406716745,1,2,14.88927693195124,0
부산_해운대,한식,178255,3,17.87359051215234,1,402,2166.2,44.01211847677129,2,0,18.558223591362502,1
서울_영등포,편의점,88689,2,9.721827666356779,1,244,1207.1,76.06891624731165,2,0,20.21444464274805,1
부산_해운대,한식,79496,8,1.6479174773088658,2,327,2073.6,55.34213173525803,2,2,15.77005304889677,1
서울_송파,치킨,108056,8,14.087204060627188,2,159,939.3,73.73132012303125,1,2,16.92736391330877,0
서울_강남,헬스장,185725,0,9.153362959745529,1,320,1286.8,68.39064887814055,1,2,24.86876642433619,0
서울_영등포,분식,58313,4,7.495979724115291,2,173,606.6,52.12037273395158,1,1,28.51781839446243,1
서울_송파,분식,63225,4,8.290601153653002,1,204,1141.9,62.21642190267606,2,-1,17.864188429832257,1
서울_송파,헬스장,89815,7,6.543680403476807,1,258,1240.2,67.22289540693737,1,1,20.802480279870252,1
대구_동성로,한식,91621,4,13.18982768067076,1,500,2061.9,38.36594320839197,2,2,24.248986846161987,1
부산_해운대,카페,181193,6,1.0,3,599,2443.0,74.35980619832341,1,1,24.518641519299546,0
서울_송파,분식,101330,11,17.23074763006964,2,184,763.8,56.101095831420835,2,1,24.088520712932425,1
경기_성남,치킨,39715,5,22.40576117668821,1,205,1240.9,47.955758792764385,2,0,16.519972613076806,1
부산_서면,카페,65603,7,3.1653731010163986,1,292,1948.2,42.15088321286193,1,0,14.98825438290574,1
인천_부평,카페,52972,5,4.769518245965236,-1,149,554.2,11.515194794541166,1,2,26.88687944338273,1
부산_서면,편의점,86707,8,14.916845984057456,0,295,1464.9,61.93499789918233,1,2,20.137836982537355,0
서울_마포,분식,74521,4,6.207155086319508,1,310,2007.9,80.35002458168363,0,2,15.43887423345876,0
대구_동성로,헬스장,115232,13,1.0,2,216,1080.0,71.03118540424848,0,1,19.999172376662774,1
인천_부평,치킨,32924,3,10.516390755208203,1,246,1555.3,47.05518724023907,2,0,15.816746766260382,1
서울_영등포,치킨,103870,5,10.858692211963568,1,217,1426.2,92.49356916939121,3,2,15.215129901181212,0
대구_동성로,치킨,188555,11,24.132762777839044,0,225,1058.1,44.770756691621,2,1,21.263832133370446,1
서울_마포,편의점,72658,1,1.0,2,346,1910.5,64.01303607911375,2,2,18.110768712234112,0
부산_서면,치킨,26971,2,11.48921386921818,2,291,1388.3,100.0,0,1,20.960614137720867,0
경기_수원,한식,59901,6,12.380823944832514,1,277,1927.8,49.15063866587608,1,0,14.368939257965033,1
서울_마포,한식,73691,7,4.593411509799898,0,251,904.3,49.957939918022404,1,2,27.756385647177495,1
대구_동성로,한식,180053,7,2.954202043042512,1,333,2123.1,82.7975712225809,1,1,15.684480593985903,0
서울_송파,한식,52763,7,4.120833724424852,2,435,1675.7,48.69430447201836,1,1,25.958982070786963,1
대구_동성로,헬스장,76416,4,13.005317152739314,1,524,1891.1,67.64882835638596,2,0,27.709238977393536,1
부산_서면,한식,87494,4,13.669852743502183,2,277,1240.3,87.51732346367913,1,1,22.334059730568296,1
서울_송파,카페,90100,9,8.608826747883638,2,291,1078.7,66.00311169991451,3,1,26.977238599041975,1
부산_해운대,편의점,188362,0,1.0,3,553,2993.5,65.0587362853016,0,1,18.473126725584393,1
부산_서면,헬스장,89785,5,14.966162719973276,1,181,1210.5,51.29027258860313,2,2,14.952833755184546,1
부산_해운대,헬스장,142766,8,6.312711971415067,1,272,1782.9,66.7902896763768,1,-1,15.256371642547473,1
서울_강남,한식,182728,4,1.0,1,341,2080.5,75.58468068627215,0,2,16.39028226602648,0
대구_동성로,분식,159709,5,8.818247937669925,2,285,1032.1,61.40104326226363,0,2,27.614042357497716,1
서울_강남,분식,137580,9,11.856088691092213,2,400,2630.6,72.83861069923103,1,1,15.205827253907142,1
경기_성남,한식,84046,8,11.610066666339856,1,94,528.7,84.43601105037627,2,0,17.778367148772773,0
서울_영등포,헬스장,70795,11,12.96963981798329,2,216,1318.2,62.86678335212462,1,1,16.386515407258035,1
대구_동성로,치킨,96512,4,9.740742420661116,0,260,1161.9,31.873650726563323,2,0,22.377121243928407,1
경기_성남,카페,37709,5,7.835536460650956,2,192,1056.4,44.95687188818834,1,0,18.17464662556034,0
대구_동성로,분식,140448,6,19.314319248567124,3,240,1322.8,58.71859399743005,3,0,18.14312898212244,1
서울_송파,한식,118279,4,1.0,2,258,1765.4,77.90076628152231,2,-1,14.614089131045265,0
부산_해운대,헬스장,105820,8,1.5649753523068064,2,414,2409.2,63.86791566323481,1,2,17.18412123853912,0
서울_송파,카페,101350,3,18.58483600709269,1,407,2270.2,83.14192770927917,0,1,17.928174382555827,0
대구_동성로,한식,87154,9,15.332626446607483,1,283,1811.6,66.33885234024326,1,-1,15.621187297984793,1
경기_수원,분식,57437,11,8.77753503733049,2,128,478.2,30.299556834382045,1,2,26.767699085892843,1
부산_해운대,카페,106788,1,13.254865808187574,1,321,1629.2,89.92014425434357,0,2,19.702757252418337,1
대구_동성로,헬스장,153555,7,3.092497679823185,0,579,2899.0,89.64044987231581,0,2,19.97262677754119,1
서울_영등포,편의점,80379,3,11.458487071714954,2,275,1473.7,65.43746325540033,1,0,18.660898732310734,1
서울_마포,분식,47069,9,9.285100919755005,-1,216,779.4,68.18516775194485,1,0,27.71353420106435,1
경기_수원,헬스장,73161,8,7.6632635717079305,2,201,1285.1,57.85395711991542,1,1,15.640944576624442,1
경기_수원,카페,22352,7,21.009702486420267,2,220,1109.1,65.00904815455554,1,0,19.83519048882593,1
서울_강남,분식,113949,0,15.235371792822736,2,582,2320.5,100.0,1,1,25.080329444140848,0
서울_마포,헬스장,86840,3,1.3931528388330818,1,301,1095.1,69.93398446473043,1,1,27.48681181648983,1
경기_수원,치킨,44842,9,10.685882074296268,0,133,833.5,65.38253882490214,1,2,15.957147323508128,0
서울_강남,편의점,195074,4,9.905697248343895,3,353,1962.9,67.81045795130002,1,0,17.983799133726098,1
부산_서면,편의점,82154,14,8.111970279098646,3,271,1878.7,83.87912519976555,2,1,14.424628189461282,0
대구_동성로,한식,175388,4,1.0,1,536,2461.1,79.26177996426065,1,-1,21.778678716151965,0
부산_해운대,치킨,97103,9,16.632685234860006,2,221,877.5,40.566865309174275,2,0,25.185599273830118,1
대구_동성로,헬스장,126622,1,6.250706631022118,-1,362,2201.9,77.13234209251355,2,2,16.44049122576114,1
부산_서면,분식,27295,7,13.147591346380953,2,280,1066.8,43.59517341102597,1,1,26.245916635103207,1
서울_송파,편의점,81869,5,22.075821325810004,-1,337,1298.6,73.44121038187535,3,1,25.951820653102935,1
서울_마포,치킨,96699,2,9.499880400308536,2,293,1709.4,68.52991637839378,1,0,17.14092617281063,1
부산_해운대,편의점,172005,4,18.052072184109754,1,420,1792.3,65.59685321995217,0,0,23.43314912289778,1
대구_동성로,헬스장,100750,8,12.84259637911364,1,536,3417.0,100.0,1,1,15.686245054728861,0
경기_수원,헬스장,76378,8,5.131715380748707,0,294,1936.6,91.14197081248415,2,2,15.181481108741568,0
서울_강남,카페,124238,4,10.10765286960474,1,440,2628.7,42.83100119250628,0,1,16.73803287941879,1
서울_마포,한식,45571,9,1.0,3,249,1459.9,36.21854268392305,0,-1,17.05614308562334,1
대구_동성로,치킨,141854,7,7.479775197415975,0,222,993.3,67.64509878289837,3,0,22.348676352623578,1
서울_송파,한식,106852,3,9.975444055940219,1,447,2919.1,40.59992064981914,1,0,15.313066663112002,1
서울_송파,한식,94120,9,7.759356133389268,3,162,687.2,52.588189538550964,3,0,23.57390158859515,1
서울_마포,카페,58135,12,18.922143127054603,1,413,2377.6,76.20124608105382,1,2,17.37041720936179,1
서울_영등포,분식,73002,9,13.620377841773095,2,376,2031.6,65.96754905202359,1,2,18.507139891829794,0
서울_강남,한식,172797,4,14.613219442106821,1,337,2034.5,54.48979419063198,3,-1,16.56452498093319,1
서울_강남,한식,172518,3,4.9652966342592375,0,355,2307.5,44.737023537125715,1,1,15.384725540440822,1
부산_해운대,분식,99336,6,4.0737180360666985,2,232,1275.4,74.62493013340813,1,1,18.190835267786284,0
서울_영등포,편의점,60936,6,11.707672385359501,2,309,1576.8,27.981920430469685,0,0,19.596372894085068,1
부산_해운대,한식,128585,3,13.759635831428005,0,203,970.3,61.03252753422416,1,0,20.92101584341908,1
인천_부평,카페,66473,8,10.42426184972453,0,124,713.0,84.86366874428717,1,-1,17.391709039887626,0
인천_부평,카페,36241,3,1.0,-1,84,416.2,59.686958767556625,1,2,20.182662568368226,1
인천_부평,분식,47076,8,5.676543734240273,1,213,1153.0,48.72599649884198,1,1,18.473975720269607,1
서울_강남,카페,163935,5,13.135032234262557,1,530,3637.0,67.42188102627844,1,2,14.572597912945637,0
인천_부평,헬스장,25451,8,9.436136757265437,0,218,926.2,70.70282870910641,1,1,23.53578228954621,1
서울_마포,치킨,110902,8,9.405771270483527,2,157,685.4,35.13352143187802,2,1,22.90588078416013,1
부산_서면,치킨,75388,9,12.44716499552208,2,165,795.2,87.33980865357687,0,2,20.7492582176714,1
부산_해운대,편의점,97413,6,6.099037897461095,3,300,1050.5,30.863242612133547,3,0,28.558783272326345,0
서울_마포,편의점,107712,0,24.00257258055657,2,309,1179.6,25.906059730074574,2,2,26.19497577877529,1
경기_수원,편의점,86641,4,4.372193208351155,3,147,590.7,74.92176239079369,2,0,24.884147194394227,1
부산_서면,편의점,69812,8,6.685001363600843,0,178,891.0,88.4051386488392,2,2,19.978582688231665,0
부산_서면,카페,62351,4,6.989305573666382,2,226,1079.2,61.727106310007414,1,2,20.94135655293124,1
부산_서면,편의점,65095,9,2.5026242424566583,2,270,1563.6,24.428248319869667,1,-1,17.26734760286186,1
대구_동성로,카페,102252,6,8.785277196754885,2,448,1882.5,48.95356652845311,1,-1,23.79841290421974,1
서울_송파,헬스장,62318,8,19.364817146762817,1,187,1151.3,77.07449344514555,2,0,16.24235863289946,1
대구_동성로,헬스장,156511,6,14.937556471599155,1,578,2325.6,44.97747886147109,1,1,24.85333380815184,1
서울_마포,헬스장,48712,5,26.1027694987962,1,288,1964.8,41.510055814887934,1,2,14.6579633280715,1
서울_송파,한식,73872,6,7.516348548710457,0,237,1496.0,52.43409451477576,0,0,15.8420525071536,1
대구_동성로,카페,89873,7,2.2030283027920667,0,450,1762.2,74.74746270521648,1,1,25.535867829963486,1
인천_부평,한식,70719,9,5.012540650342337,-1,175,1126.4,88.88840776307383,0,2,15.536416579181497,0
부산_해운대,한식,158791,11,10.069517138132897,1,514,2771.8,24.432980654692386,1,0,18.544030348194482,1
서울_송파,편의점,75531,4,6.648137807941171,1,229,1499.9,42.74448471913759,2,2,15.267294168701708,1
부산_서면,편의점,31889,6,10.713024944658972,1,95,386.6,35.46248930972421,1,2,24.570913989605074,1
